47,Miami,5-7,.15,.02,53,.422,42,.342,36,.754,96,.238,46,.316,30,.154,22
48,UCLA,10-3,.11,-.10,60,.446,58,.347,39,.722,70,.253,61,.351,51,.095,104
49,Florida State,12-1,.10,.06,44,.456,67,.391,68,.755,97,.252,58,.333,40,.138,40
50,Louisiana Monroe,4-8,.10,-.02,56,.411,37,.338,35,.658,28,.255,62,.388,76,.107,90
51,Tulane,2-9,.09,.10,40,.470,76,.419,81,.744,89,.224,33,.301,22,.184,9
52,Ohio,5-6,.08,-.12,62,.448,59,.393,72,.677,37,.258,63,.381,72,.129,52
53,Western Michigan,7-5,.07,.03,50,.435,48,.365,52,.726,75,.244,51,.337,41,.119,68
54,Auburn,7-5,.05,-.45,92,.502,95,.449,98,.743,88,.300,90,.404,84,.164,16
55,Iowa,6-6,.03,.05,46,.388,29,.303,20,.623,10,.239,47,.384,74,.101,98
56,Kansas,2-9,.02,-.39,84,.515,99,.435,94,.770,103,.286,77,.371,67,.111,82
57,Kansas State,8-4,.01,-.26,72,.457,68,.400,77,.713,64,.262,65,.368,66,.148,30
58,Georgia Southern,8-3,.01,-.16,65,.467,74,.432,91,.701,48,.274,70,.390,77,.128,55
59,Akron,4-7,.00,-.02,57,.439,52,.388,65,.708,59,.246,54,.348,49,.138,38
60,Arkansas State,6-6,-.04,-.09,59,.427,44,.371,56,.677,36,.291,83,.430,93,.133,47
61,Wake Forest,2-9,-.04,.14,38,.439,51,.375,57,.729,81,.225,35,.309,27,.124,60
62,UTEP,7-6,-.05,-.20,67,.434,47,.395,73,.640,16,.288,80,.449,103,.129,51
63,Boston College,6-6,-.06,-.01,55,.403,32,.322,29,.659,30,.239,48,.363,63,.087,115
64,BYU,7-5,-.06,.02,52,.436,49,.348,40,.723,71,.259,64,.358,58,.120,65
65,UAB,5-6,-.09,-.30,74,.442,55,.378,59,.677,35,.293,85,.433,94,.090,111
66,Louisiana Lafayette,8-4,-.11,-.34,80,.499,93,.398,75,.780,108,.276,71,.354,53,.110,86
67,Ball State,4-6,-.12,-.27,73,.513,98,.421,83,.821,125,.291,82,.354,55,.188,8
68,Central Michigan,6-6,-.12,-.13,63,.478,79,.402,79,.723,72,.269,68,.372,68,.138,39
69,Nevada,6-6,-.13,-.30,75,.511,96,.430,90,.794,115,.284,76,.357,56,.163,17
70,Georgia Tech,10-3,-.16,-.31,77,.553,109,.525,120,.797,119,.297,89,.373,69,.227,1
71,Kent State,2-9,-.16,-.38,81,.485,84,.429,89,.780,109,.268,67,.343,45,.110,85
72,Navy,7-5,-.17,-.45,91,.531,105,.451,99,.803,121,.287,79,.357,57,.139,37
73,Northern Illinois,10-3,-.18,-.22,69,.463,72,.390,67,.727,77,.247,55,.339,43,.113,78
74,Illinois,5-7,-.18,-.39,85,.493,89,.439,96,.750,93,.311,92,.414,88,.122,62
75,Maryland,6-6,-.19,-.15,64,.472,77,.383,61,.728,80,.252,59,.345,46,.099,101
76,Duke,8-4,-.19,.09,41,.441,54,.360,48,.734,84,.223,32,.304,24,.129,50
77,Houston,7-5,-.20,.15,34,.417,39,.344,37,.707,57,.236,43,.333,39,.150,28
78,Purdue,2-9,-.22,-.45,89,.521,101,.487,107,.724,74,.328,103,.454,106,.112,81
79,Notre Dame,8-5,-.22,-.20,68,.458,69,.421,84,.700,47,.273,69,.390,78,.140,36
80,Oklahoma State,6-6,-.23,-.44,88,.458,70,.391,69,.693,43,.280,73,.404,83,.073,121
81,Appalachian State,6-4,-.24,-.19,66,.453,65,.371,55,.728,79,.282,74,.387,75,.087,114
82,Wyoming,3-8,-.25,-.70,105,.565,117,.480,104,.781,111,.342,107,.438,97,.123,61
83,Rice,8-5,-.28,-.31,78,.443,56,.388,62,.703,51,.297,88,.422,92,.110,84
84,East Carolina,7-5,-.29,.02,51,.420,41,.346,38,.644,18,.228,38,.354,54,.121,63
85,Oregon State,4-7,-.31,-.54,96,.489,88,.474,103,.705,53,.310,91,.440,98,.085,116
86,Colorado State,9-3,-.31,-.38,82,.484,82,.426,87,.726,76,.252,60,.347,48,.104,94
87,San Jose State,2-9,-.32,-.59,101,.517,100,.446,97,.697,45,.330,104,.474,110,.092,109
88,North Carolina State,7-5,-.34,-.39,86,.461,71,.422,85,.664,34,.295,87,.444,101,.107,92
89,Hawaii,3-9,-.35,-.40,87,.468,75,.398,76,.701,49,.292,84,.416,90,.090,110
90,Bowling Green,7-6,-.35,-.47,94,.493,90,.434,93,.718,66,.316,99,.441,99,.153,25
91,Kentucky,4-7,-.36,-.23,71,.454,66,.393,71,.695,44,.289,81,.416,89,.109,88
92,Texas State,6-5,-.37,-.45,90,.481,80,.402,78,.703,50,.283,75,.402,81,.116,73
93,Indiana,3-8,-.39,-.32,79,.476,78,.389,66,.706,55,.280,72,.396,80,.119,67
94,Fresno State,5-8,-.39,-.58,99,.488,87,.438,95,.711,60,.314,97,.442,100,.094,105
95,Cincinnati,9-4,-.39,-.30,76,.488,86,.392,70,.740,86,.267,66,.360,60,.127,58
96,Vanderbilt,2-9,-.39,-.59,100,.496,91,.427,88,.714,65,.321,102,.450,104,.080,119
97,Toledo,8-4,-.44,-.57,98,.486,85,.418,80,.721,69,.314,96,.436,96,.093,108
98,Florida Atlantic,3-9,-.44,-.60,102,.500,94,.468,101,.732,82,.333,105,.455,107,.094,106
99,Middle Tennessee,5-6,-.44,-.68,103,.524,103,.487,108,.739,85,.321,101,.434,95,.112,80
100,Rutgers,7-5,-.45,-.55,97,.511,97,.423,86,.797,118,.313,93,.392,79,.102,97
101,Connecticut,1-10,-.46,-.22,70,.463,73,.363,49,.762,102,.287,78,.376,71,.107,91
102,South Florida,3-8,-.53,-.46,93,.484,81,.420,82,.732,83,.295,86,.402,82,.134,45
103,Colorado,2-10,-.56,-.88,110,.532,106,.474,102,.771,104,.366,111,.475,111,.072,124
104,Southern Mississippi,2-9,-.60,-.93,112,.581,120,.520,118,.814,123,.364,110,.448,102,.093,107
105,North Texas,3-8,-.61,-.38,83,.440,53,.355,43,.760,99,.314,95,.413,86,.116,74
106,Buffalo,3-6,-.61,-.74,107,.499,92,.433,92,.706,54,.363,109,.514,123,.088,112
107,Pittsburgh,5-7,-.61,-.51,95,.451,63,.382,60,.754,95,.313,94,.416,91,.082,117
108,Texas A&M,7-5,-.62,-.86,109,.554,110,.483,106,.762,100,.315,98,.414,87,.077,120
109,Western Kentucky,8-5,-.63,-.96,116,.594,123,.563,126,.792,114,.409,125,.516,124,.136,42
110,Washington State,2-9,-.63,-.94,113,.524,102,.522,119,.748,92,.359,108,.480,113,.031,128
111,Miami (OH),2-9,-.68,-.85,108,.563,114,.495,110,.798,120,.371,113,.465,108,.153,23
112,South Carolina,6-6,-.70,-.74,106,.559,113,.495,111,.781,112,.320,100,.410,85,.109,87
113,Iowa State,2-9,-.77,-1.11,122,.577,119,.533,122,.762,101,.369,112,.485,114,.100,100
114,California,4-7,-.80,-1.09,121,.585,121,.532,121,.814,124,.400,121,.492,117,.103,95
115,Massachusetts,3-9,-.82,-.69,104,.526,104,.488,109,.707,58,.336,106,.475,112,.114,75
116,Texas Tech,3-8,-.84,-1.05,118,.564,116,.516,116,.806,122,.381,116,.473,109,.101,99
117,Army,3-7,-.85,-.90,111,.555,111,.482,105,.776,107,.378,115,.487,115,.112,79
118,SMU,1-11,-.88,-.96,115,.601,125,.541,123,.855,127,.387,118,.453,105,.097,102
119,North Carolina,5-7,-.88,-1.08,120,.548,108,.508,113,.752,94,.407,123,.541,125,.117,71
120,Troy,3-8,-.91,-1.19,125,.610,127,.565,127,.796,116,.408,124,.512,122,.146,31
121,Eastern Michigan,1-10,-.91,-1.31,127,.595,124,.542,124,.797,117,.441,127,.553,126,.059,126
122,New Mexico,4-8,-.91,-1.06,119,.601,126,.500,112,.823,126,.404,122,.491,116,.113,77
123,New Mexico State,1-10,-.92,-.99,117,.566,118,.514,115,.780,110,.386,117,.495,118,.144,33
124,UNLV,1-11,-1.03,-1.14,124,.563,115,.518,117,.772,105,.389,119,.504,120,.081,118
125,Idaho,1-10,-1.09,-1.12,123,.556,112,.513,114,.772,106,.390,120,.505,121,.114,76
126,Tulsa,2-10,-1.09,-.94,114,.545,107,.454,100,.747,91,.373,114,.500,119,.073,122
127,Old Dominion,5-6,-1.25,-1.27,126,.590,122,.549,125,.786,113,.436,126,.554,127,.128,56
128,Georgia State,0-11,-1.62,-1.69,128,.635,128,.581,128,.884,128,.491,128,.556,128,.045,127
